CODE,CENTER_LAT,CENTER_LON
5114069,14.500000000000002,69.5
5114070,14.500000000000002,70.5
5114071,14.500000000000002,71.5
5114072,14.500000000000002,72.5
5114073,14.500000000000002,73.5
5114074,14.359019767205666,74.19064515961556
5114080,14.506991282264739,80.56929229828889
5114081,14.500000000000002,81.5
5114082,14.500000000000002,82.5
5114083,14.500000000000002,83.5
5114084,14.500000000000002,84.5
5114085,14.500000000000002,85.5
5114086,14.500000000000002,86.5
5114087,14.500000000000002,87.5
5114088,14.500000000000002,88.5
5114089,14.500000000000002,89.5
5114090,14.500000000000002,90.5
5114091,14.500000000000002,91.5
5114092,14.500000000000002,92.5
5114093,14.500212850145983,93.50002592427356
5114094,14.500000000000002,94.5
5114095,14.500000000000002,95.5
5114096,14.500000000000002,96.5
5114097,14.476633241551493,97.46087729805048
5114098,14.12380609240762,98.03616062642337
5115039,15.688936142473047,39.70466067835468
5115040,15.50477153964679,40.537096145094445
5115041,15.500017691876128,41.49989680383837
5115042,15.496539488381554,42.38381975179789
5115050,15.0446249132292,50.79932694898766
5115051,15.179766778328283,51.61474683211106
5115052,15.474673960368769,52.53708861059151
5115053,15.500000000000002,53.5
5115054,15.500000000000002,54.5
5115055,15.500000000000002,55.5
5115056,15.500000000000002,56.5
